model,0-month,1-month,2-month,3-month,4-month,5-month,6-month,7-month,8-month,9-month,10-month,11-month,12-month,13-month,14-month,15-month,16-month,17-month,18-month,19-month,20-month,21-month,22-month,23-month,24-month,25-month,26-month,27-month,28-month,29-month,30-month,31-month,32-month,33-month,34-month,lambda_i,mu_i,sigma_i,approx_condition,base_model,company,created_at,approx_cond_label,sort_key
Salesforce/xgen-mm-phi3-mini-base-r-v1.5,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,2.0,0.5,False,Original,Salesforce,2024-08-12 23:32:56+00:00,Fit the model,0.0
Salesforce/xLAM-1b-fc-r-gguf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,2.0,0.5,False,Original,Salesforce,2024-07-17 21:56:43+00:00,Fit the model,0.0
Salesforce/SFR-Embedding-Code-2B_R,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,2.0,0.5,False,Original,Salesforce,2025-01-17 01:34:00+00:00,Fit the model,0.0
Salesforce/blip-itm-base-coco,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.4966308271093847,2.8660121423132416,0.5042399981095099,False,Original,Salesforce,2022-12-12 17:53:18+00:00,Fit the model,0.0
Salesforce/codet5p-6b,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.4980880715803697,2.5578704004092008,0.502340046243964,False,Original,Salesforce,2023-05-17 02:23:24+00:00,Fit the model,0.0
Salesforce/codet5-base-codexglue-sum-php,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.49765425544869296,2.690686406483071,0.5028763725793434,False,Original,Salesforce,2023-04-20 06:48:04+00:00,Fit the model,0.0
Salesforce/bart-large-swipe-clean,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.4980880715803697,2.5578704004092008,0.502340046243964,False,Original,Salesforce,2023-05-17 20:14:54+00:00,Fit the model,0.0
Salesforce/codet5-base-codexglue-translate-java-cs,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.49765425544869296,2.690686406483071,0.5028763725793434,False,Original,Salesforce,2023-04-20 10:19:27+00:00,Fit the model,0.0
Salesforce/bart-large-swipe,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.4980880715803697,2.5578704004092008,0.502340046243964,False,Original,Salesforce,2023-05-17 18:36:19+00:00,Fit the model,0.0
Salesforce/socratic-books-30M,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.4987858584651942,2.401979438488592,0.5014617098864211,False,Original,Salesforce,2023-07-24 15:13:41+00:00,Fit the model,0.0
Salesforce/codet5-base-codexglue-refine-medium,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.49765425544869296,2.690686406483071,0.5028763725793434,False,Original,Salesforce,2023-04-20 10:16:54+00:00,Fit the model,0.0
Salesforce/dialogstudio-t5-large-v1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.4987858584651942,2.401979438488592,0.5014617098864211,False,Original,Salesforce,2023-08-18 22:00:33+00:00,Fit the model,0.0
Salesforce/codet5-base-codexglue-sum-javascript,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.49765425544869296,2.690686406483071,0.5028763725793434,False,Original,Salesforce,2023-04-20 06:46:56+00:00,Fit the model,0.0
Salesforce/codet5-base-codexglue-sum-java,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.49765425544869296,2.690686406483071,0.5028763725793434,False,Original,Salesforce,2023-04-20 06:45:09+00:00,Fit the model,0.0
Salesforce/dialogstudio-t5-base-v1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.4987858584651942,2.401979438488592,0.5014617098864211,False,Original,Salesforce,2023-08-18 21:52:49+00:00,Fit the model,0.0
Salesforce/codet5-base-codexglue-sum-python,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.49765425544869296,2.690686406483071,0.5028763725793434,False,Original,Salesforce,2023-04-20 02:53:43+00:00,Fit the model,0.0
Salesforce/codet5-base-codexglue-defect,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.49765425544869296,2.690686406483071,0.5028763725793434,False,Original,Salesforce,2023-04-20 10:16:03+00:00,Fit the model,0.0
Salesforce/codet5-base-codexglue-clone,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.49765425544869296,2.690686406483071,0.5028763725793434,False,Original,Salesforce,2023-04-20 10:13:22+00:00,Fit the model,0.0
Salesforce/codet5-base-codexglue-concode,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.49765425544869296,2.690686406483071,0.5028763725793434,False,Original,Salesforce,2023-04-20 10:14:20+00:00,Fit the model,0.0
Salesforce/codet5-base-codexglue-translate-cs-java,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.49765425544869296,2.690686406483071,0.5028763725793434,False,Original,Salesforce,2023-04-20 10:18:33+00:00,Fit the model,0.0
