model,0-month,1-month,2-month,3-month,4-month,5-month,6-month,7-month,8-month,9-month,10-month,11-month,12-month,13-month,14-month,15-month,16-month,17-month,18-month,19-month,20-month,21-month,22-month,23-month,24-month,25-month,26-month,27-month,28-month,29-month,30-month,31-month,32-month,33-month,34-month,lambda_i,mu_i,sigma_i,approx_condition,base_model,company,created_at,approx_cond_label,sort_key
BAAI/AltDiffusion-m9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.4964179173700731,2.880757085840492,0.5045429349274716,False,Original,BAAI,2022-11-18 10:45:26+00:00,Fit the model,0.0
BAAI/bge-small-zh,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.4987858584651942,2.401979438488592,0.5014617098864211,False,Original,BAAI,2023-08-05 08:03:22+00:00,Fit the model,0.0
BAAI/Bunny-Llama-3-8B-V-gguf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,2.0,0.5,False,Original,BAAI,2024-05-04 17:15:00+00:00,Fit the model,0.0
BAAI/EVA-CLIP-18B,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.5,2.0,0.5,False,Original,BAAI,2024-02-22 02:29:02+00:00,Fit the model,0.0
BAAI/Aquila2-34B,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.4990125474706544,2.381202759982144,0.5011683603362668,False,Original,BAAI,2023-10-12 05:17:25+00:00,Fit the model,0.0
BAAI/EVA-CLIP-8B,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.5,2.0,0.5,False,Original,BAAI,2024-02-05 06:36:46+00:00,Fit the model,0.0
BAAI/Emu3-Chat,0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,2.0,0.5,False,Original,BAAI,2024-09-26 04:43:47+00:00,Fit the model,0.0
BAAI/EVA-CLIP-8B-448,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.5,2.0,0.5,False,Original,BAAI,2024-02-05 15:58:42+00:00,Fit the model,0.0
BAAI/Emu3-Stage1,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,2.0,0.5,False,Original,BAAI,2024-10-21 02:16:32+00:00,Fit the model,0.0
BAAI/EVE-7B-HD-v1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,2.0,0.5,False,Original,BAAI,2024-06-18 02:08:08+00:00,Fit the model,0.0
BAAI/Bunny-v1_1-4B,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,2.0,0.5,False,Original,BAAI,2024-05-08 12:01:05+00:00,Fit the model,0.0
BAAI/seggpt-vit-large,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.4996855761108851,2.126617245031742,0.5003703552046632,False,Original,BAAI,2023-11-30 07:20:36+00:00,Fit the model,0.0
BAAI/AltCLIP-m18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.49765425544869296,2.690686406483071,0.5028763725793434,False,Original,BAAI,2023-03-27 08:49:58+00:00,Fit the model,0.0
BAAI/LLARA-pretrain,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,2.0,0.5,False,Original,BAAI,2024-05-13 09:41:01+00:00,Fit the model,0.0
BAAI/Emu3-VisionTokenizer,0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,2.0,0.5,False,Original,BAAI,2024-09-25 11:05:17+00:00,Fit the model,0.0
BAAI/CapsFus-LLaMA,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.4996855761108851,2.126617245031742,0.5003703552046632,False,Original,BAAI,2023-11-26 10:12:19+00:00,Fit the model,0.0
BAAI/Emu3-Gen-hf,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,2.0,0.5,False,Original,BAAI,2024-10-24 09:09:07+00:00,Fit the model,0.0
BAAI/AquilaCode-py,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.49838660468615925,2.5331619873983664,0.5019436151292979,False,Original,BAAI,2023-07-19 01:37:02+00:00,Fit the model,0.0
BAAI/IndustryCorpus2_DataRater,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,2.0,0.5,False,Original,BAAI,2024-09-19 07:19:12+00:00,Fit the model,0.0
BAAI/AltDiffusion-m18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.49765425544869296,2.690686406483071,0.5028763725793434,False,Original,BAAI,2023-03-31 01:23:45+00:00,Fit the model,0.0
BAAI/AquilaMoE-SFT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,2.0,0.5,False,Original,BAAI,2024-06-14 01:08:21+00:00,Fit the model,0.0
BAAI/AquilaMoE,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,2.0,0.5,False,Original,BAAI,2024-06-13 02:53:56+00:00,Fit the model,0.0
BAAI/EVE-7B-Pretrain-v1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,2.0,0.5,False,Original,BAAI,2024-06-20 04:12:12+00:00,Fit the model,0.0
BAAI/Bunny-v1_0-3B-zh,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.5,2.0,0.5,False,Original,BAAI,2024-04-18 03:18:44+00:00,Fit the model,0.0
BAAI/nova-d48w768-sdxl1024,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,2.0,0.5,False,Original,BAAI,2024-12-17 10:02:39+00:00,Fit the model,0.0
BAAI/LLARA-beir,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,2.0,0.5,False,Original,BAAI,2024-05-13 09:27:33+00:00,Fit the model,0.0
BAAI/EVE-7B-v1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,2.0,0.5,False,Original,BAAI,2024-07-02 03:48:23+00:00,Fit the model,0.0
BAAI/Aquila-33B,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,2.0,0.5,False,Original,BAAI,2024-08-28 02:17:45+00:00,Fit the model,0.0
